17.23111 37.40999 54.21724
17.21477 37.36376 54.64494
17.1933 37.40194 54.67194
17.20812 37.39268 54.87741
17.18559 37.34872 54.75583
17.16959 37.36568 54.94247
17.17458 37.36044 54.79005
17.16299 37.28841 54.90676
17.09544 37.33 54.55064
17.1596 37.32641 53.91469
17.19767 37.32099 54.02871
17.22399 37.25307 53.97781
17.25081 37.21085 54.52964
17.27004 37.22578 54.90404
17.26822 37.20604 54.30784
17.26583 37.15784 54.24203
17.29806 37.17068 53.86228
17.27135 37.20076 53.99107
17.25092 37.32534 54.11546
17.25517 37.35942 54.57446
17.2309 37.42979 54.75871
17.27465 37.53393 54.48051
17.31069 37.42574 54.24984
17.31445 37.48836 54.12571
17.31483 37.53383 53.99806
17.31261 37.63586 54.09484
17.32527 37.6877 54.48081
17.33692 37.69638 54.31596
17.34822 37.65594 53.93221
17.38925 37.60785 53.86015
17.40811 37.59297 54.20223
17.39015 37.64036 54.29271
17.34247 37.68843 54.31936
17.38769 37.67912 54.32379
17.39851 37.60384 54.56742
17.37945 37.61365 54.49598
17.42011 37.55402 54.78601
17.39671 37.58229 54.91009
17.39949 37.55239 54.88858
17.41061 37.62 54.65995
17.40393 37.60772 54.89127
17.392 37.67883 54.75754
17.45479 37.63309 54.44745
17.46699 37.62796 54.33714
17.42617 37.64217 54.69362
17.44762 37.68906 54.65774
17.42611 37.76196 54.71287
17.41717 37.71999 53.96609
17.40807 37.71946 54.10325
17.40621 37.71828 53.92701
17.43603 37.6101 54.42244
17.45902 37.56778 54.77257
17.54559 37.52319 54.88275
17.55441 37.48536 55.02768
17.60114 37.49805 55.05701
17.55751 37.52512 55.07594
17.63067 37.43447 55.25673
17.64316 37.39125 55.04721
17.61612 37.37518 54.90056
17.63957 37.31512 54.92416
17.56893 37.41011 54.93255
17.5709 37.41886 55.15232
17.61631 37.33862 55.16525
17.5737 37.34746 55.66478
17.54613 37.30349 55.89188
17.52803 37.29724 55.61346
17.4704 37.37387 55.66721
17.47012 37.41189 55.81938
17.47102 37.33685 56.35203
17.43374 37.35629 56.02046
17.42155 37.35056 56.05671
17.39975 37.36051 56.17522
17.42515 37.33348 56.72837
17.46132 37.34636 57.11677
17.52261 37.22253 56.8002
17.48709 37.195 56.92229
17.51554 37.09894 57.72685
17.53999 37.14203 57.89593
17.54937 37.07758 57.68932
17.62113 36.90463 57.73133
17.63358 36.92027 58.04411
17.60337 36.99742 58.13846
17.64271 37.01209 58.19798
17.65798 36.96387 57.94758
17.65455 36.91249 57.73097
17.66253 36.87756 57.45557
17.62346 36.91177 58.1913
17.65472 36.99851 58.33343
17.65852 36.99822 58.71721
17.63878 37.07175 59.1772
17.59066 37.14701 59.77577
17.60351 37.10512 59.99237
17.58013 37.15865 59.8824
17.60283 37.14113 60.07444
17.67719 37.07889 59.52174
17.69191 37.08534 59.8487
17.68206 37.16083 60.15925
17.68224 37.08356 60.16645
17.67039 37.10117 60.19733
17.66947 37.13896 60.45738
