0.1643149 -0.1614325 0.07808398 0.5048804 -0.2085486 9.83402
0.1531251 -0.1532078 0.1297281 0.4810521 -0.1823455 9.531425
0.1611521 -0.1593921 0.08687561 0.4769598 -0.08781986 9.87509
0.1467815 -0.1491704 0.1326207 0.4829369 -0.2288856 10.14731
0.1493828 -0.150954 0.0650487 0.4690414 -0.08420936 9.218145
0.1449721 -0.1428952 0.07148904 0.4504706 -0.1446619 10.01109
0.1572654 -0.1527068 0.03947614 0.4277065 -0.04116535 9.537069
0.1458346 -0.1449977 0.0653339 0.4402606 -0.08608021 9.721135
0.1478362 -0.1345544 0.04392364 0.4163654 -0.06537065 9.075546
0.1477962 -0.1520192 0.08162839 0.4511695 -0.1076393 9.290019
0.1500835 -0.1444749 0.08958937 0.4638042 -0.143375 9.499357
0.1447401 -0.1379281 0.02349012 0.4380883 -0.09671367 10.06711
0.1511825 -0.1413618 0.06240662 0.4441566 -0.183652 9.969862
0.1422113 -0.1371252 0.09395197 0.4377869 -0.09749978 9.365955
0.1391423 -0.1379453 0.06368911 0.4711886 -0.09156013 9.173579
0.1502265 -0.1482586 0.116104 0.4560315 -0.1460269 9.740759
0.1487232 -0.1532727 0.07387884 0.4819298 -0.1993769 9.739035
0.1376868 -0.133048 0.07448595 0.4310668 -0.1797929 9.501252
0.1443985 -0.139233 0.0655204 0.42766 -0.03589858 9.176244
0.1413745 -0.1376488 0.07970193 0.4432553 -0.1400044 8.481181
0.1492252 -0.1472329 0.1240452 0.4498132 -0.1713964 9.516694
0.1496791 -0.1386896 0.06611052 0.4513902 -0.1547836 9.269141
0.1508356 -0.1395053 0.05034848 0.4397255 -0.1224178 9.001301
0.1451216 -0.1398849 0.05338371 0.4434964 -0.1002244 9.221935
0.157298 -0.1602594 0.148738 0.4805386 -0.2491138 9.80139
0.1441184 -0.1402803 0.04480202 0.4390487 -0.05031839 9.044299
0.1558741 -0.143401 0.06868435 0.4165741 -0.08925874 9.678571
