0.0001707795 -0.0001449708 -5.010282e-05 0.0006555626 -0.0004456975 0.01251028
0.0002083265 -0.0001417965 -4.649902e-05 0.000726652 -0.0003740422 0.01477984
0.0002331554 -0.0002065276 -3.294856e-05 0.0008134395 -0.0005901381 0.01326482
0.0002401497 -0.0002285834 0.0003357351 0.0008306807 -0.0008838476 0.01437213
0.0002424449 -0.0002494767 0.0002074878 0.0008948784 -0.0006803533 0.01492019
0.000219002 -0.0002278961 0.0002022095 0.0008669856 -0.001103739 0.01567463
0.0002217389 -0.0002320667 8.086864e-05 0.0008659848 -0.0005214507 0.01589883
0.0002258607 -0.000236042 0.0001235323 0.0008882741 -0.0007054256 0.0180176
0.0002866639 -0.000305036 5.768826e-06 0.0009525634 -0.0006275758 0.01691453
0.000293696 -0.0003242285 -3.05924e-05 0.001035285 -0.0009542677 0.01746386
0.0002490472 -0.0002555822 0.0001617399 0.0009889878 -0.0008449536 0.01675779
0.0002543075 -0.0002486703 -1.474802e-05 0.0009720715 -0.0009316314 0.01553503
0.0002658439 -0.0002788095 0.0001048314 0.001066587 -0.0009213303 0.01369679
0.0002662882 -0.0002787423 9.914364e-05 0.0009975298 -0.0008393726 0.01214205
0.0002501881 -0.0002725302 0.0001182954 0.0009965285 -0.0006362845 0.01332718
0.0002793881 -0.0002906972 9.801094e-05 0.001032084 -0.0003554893 0.01276996
0.0002970912 -0.0003098263 -5.922371e-05 0.0009671278 -0.0003974826 0.01526024
0.0003067951 -0.0002798329 -0.0002176102 0.0009405649 -0.0001447851 0.01635388
0.0002679057 -0.00025784 -4.279655e-05 0.0008942297 -0.0003933137 0.01642229
0.0002490513 -0.0002614458 9.107886e-05 0.000916742 -0.0005166064 0.01592554
0.0002435679 -0.0002608674 -0.0001847314 0.0009539871 -0.0004411903 0.01610507
0.0002319394 -0.0002518968 0.0001292604 0.0009578906 -0.001060795 0.01752113
0.0002334292 -0.0002415055 7.329182e-05 0.00092606 -0.0007834432 0.0157149
0.0002402156 -0.0002699978 0.0002707264 0.0009789909 -0.0009849641 0.01461989
0.0002318529 -0.0003056502 0.0002875264 0.001062467 -0.001109837 0.01559513
0.0002405174 -0.000285486 0.0001513733 0.001059404 -0.0007398706 0.0155152
0.000247789 -0.0002904208 5.025524e-05 0.000922451 -0.0006962646 0.01711144
0.0002838348 -0.0002980721 2.694724e-05 0.000952595 -0.000646357 0.01338518
0.0002748437 -0.0003141517 -6.228909e-05 0.001048059 -0.0004983509 0.01477969
0.0002985971 -0.0002989159 1.200083e-05 0.00108487 -0.0008354642 0.01333864
0.0003084365 -0.0003549608 7.915491e-05 0.001209643 -0.0007648611 0.01394701
0.0002443659 -0.0003102655 0.0001920879 0.001126995 -0.0009192414 0.01472578
0.0002656008 -0.0002861768 0.0001265101 0.001023729 -0.0007797494 0.01617267
0.0002547472 -0.0002529747 0.0001044988 0.001071912 -0.0009401093 0.01603317
0.000309774 -0.0003311623 9.227937e-05 0.001081779 -0.001198677 0.01687516
0.000260107 -0.0002809227 6.010501e-05 0.001019278 -0.0009395687 0.01448402
0.0002629211 -0.0003142139 0.000140101 0.001171745 -0.001142572 0.01403708
0.0002660544 -0.0003132305 0.0002160113 0.00121308 -0.001336592 0.01495303
0.0002996156 -0.0003174502 0.0002853791 0.001096316 -0.001025335 0.01544861
0.0002636569 -0.0003092553 0.0002025088 0.001138169 -0.0007539287 0.01549845
0.0002840473 -0.0003140757 3.593495e-05 0.001064551 -0.0006829057 0.01383656
0.0002846264 -0.0003216058 0.0001895445 0.001161889 -0.0006005374 0.01428988
0.0002998502 -0.0003225097 0.0002325319 0.001033112 -0.0007193746 0.01616223
0.0002765027 -0.0003136971 0.0002059233 0.001095843 -0.0008174477 0.01597861
0.0002687193 -0.0003049838 0.0002003512 0.001093313 -0.0006580036 0.01556525
0.0002930049 -0.0002832813 0.0001194916 0.001073758 -0.0004307624 0.01220021
0.0002874734 -0.0002974792 -5.854612e-05 0.001019792 -0.0002828036 0.01293908
0.0003291333 -0.0003543968 4.439463e-05 0.001083908 -0.0005061764 0.01405067
0.0003162572 -0.0003505692 -0.0001476751 0.001050949 -0.0003305858 0.01472146
0.0002863439 -0.0003212073 0.0001162254 0.001079993 -0.0003812976 0.01442275
0.0003021352 -0.0002973882 1.370388e-05 0.001051251 -0.0005460574 0.01575657
0.0002847371 -0.0002275572 -0.0001629767 0.0009768258 -0.000343367 0.01672536
0.0002522112 -0.0002264151 -5.609865e-06 0.0009486497 -0.0004364547 0.01580189
0.0002568273 -0.0002759585 0.0002666746 0.0009825756 -0.0005234424 0.01405069
0.00023759 -0.000268666 0.0002752008 0.0009437277 -0.0007381622 0.01563414
0.0002719184 -0.0003152795 0.000167966 0.001101674 -0.0008007013 0.01576202
0.0002579268 -0.0003013348 4.920348e-05 0.001111439 -0.0008349867 0.0148589
0.0002740281 -0.0003371206 0.000110914 0.00121005 -0.0008278064 0.01429852
0.0002711038 -0.0003283039 6.894779e-05 0.001173829 -0.0008283074 0.01467037
0.0002779184 -0.000314316 2.213762e-05 0.001165269 -0.000494172 0.01420236
0.0002827824 -0.0003118688 5.570105e-05 0.0009890667 -0.000671989 0.01478154
