17.21013 37.34706
17.18489 37.37016
17.12755 37.36874
17.09063 37.48313
17.09216 37.59293
17.08484 37.46726
17.08063 37.46122
17.07224 37.45871
17.08102 37.53859
17.03633 37.54354
17.06747 37.51137
17.07755 37.51174
17.04134 37.51786
17.04575 37.49966
16.98359 37.5488
17.01419 37.55154
16.96931 37.62954
16.93502 37.64416
16.8969 37.6929
16.88347 37.57104
16.84172 37.54627
16.90849 37.45216
16.96588 37.49857
16.96008 37.40398
16.92315 37.49894
16.92812 37.49544
16.98483 37.41316
16.99026 37.3773
16.99505 37.38592
17.01514 37.32282
17.04772 37.39109
17.01972 37.45189
17.03183 37.5521
17.02323 37.65337
17.03875 37.679
17.06694 37.60222
17.02362 37.59053
17.06674 37.54321
17.02999 37.6447
17.02797 37.64958
16.99495 37.71108
17.02873 37.65019
16.99663 37.73281
16.99887 37.75701
17.00913 37.74415
17.08354 37.73528
17.06744 37.72169
17.04197 37.75459
17.03602 37.80059
17.01461 37.83847
16.96348 37.82594
16.98071 37.77719
17.01497 37.79135
17.00591 37.82772
16.96354 37.78284
17.01264 37.72359
16.98604 37.67711
16.94104 37.67805
16.94414 37.64972
16.90221 37.63735
16.8911 37.68151
16.92732 37.72915
16.82644 37.84453
16.83306 37.97654
16.76785 38.05193
16.77172 37.99707
16.73618 38.07584
16.73006 38.0703
16.68898 38.1095
16.69698 38.14519
16.7035 38.09351
16.68143 38.13054
16.68296 38.10152
16.69769 38.20207
16.7534 38.1411
16.7579 38.05164
16.7754 38.0537
16.82414 38.07004
16.83359 38.13549
16.83499 38.11111
16.81294 38.09836
16.78442 38.07858
16.79539 38.04494
16.75932 38.11105
16.74092 38.17747
16.74916 38.17525
16.79371 38.12501
16.82825 38.03192
16.81072 38.09759
16.86085 38.01708
16.90837 37.93621
16.88132 37.89143
16.91839 37.91132
16.91389 37.81596
16.84176 37.86506
16.79421 37.95738
16.79031 37.93427
16.73201 37.98522
16.76082 38.0616
16.70482 38.14432
